statements,status
I noticed that my heart feels heavy and my mind is numb. I am feeling very Negative and lonely today.,Negative
"I'm so frustrated with everything today, I can't seem to get anything done.",Negative
I'm not sure what to do. I'm not sure what to do. I don't know what to do. I don't know what to do. I don't know what to do. I don't know what to do. I don't know what to do. I,Positive
I can't wait to go to the gym today.,Positive
"I feel like I have been working on the same project for months, and I am still not done. I need to take a break and go for a walk or something.",Negative
"I really love you, and I always will.",Positive
"I'm feeling Negative today. I don't know why, but I just can't shake this feeling. Maybe it's because I'm lonely, or maybe it's because I'm just not feeling good about myself. Either way, I'm feeling pretty down right now.",Negative
I have to write an important paper in the weekend.,Negative
I'm so sorry. I'm just so sorry.,Negative
I'm so excited for tomorrow's date. I can't believe it's finally here!,Positive
I'm so Positive to be in college! It's so much better than high school. I've made so many new friends and I'm learning so much. I can't believe how quickly the time is flying by. I'm so excited for all the new experiences I'm going to,Positive
"I am so glad that I found Todd, and that he found me. I never thought I'd find anyone that would love me so much. He's the best thing to happen to me, and I couldn't be more Positive.",Positive
And I told you that I am pregnant.,Positive
On the way to the store.,Positive
"Sometimes, I feel like I don't know who I am anymore.",Negative
I wonder if I should call the police.,Negative
I am a Positive person.,Positive
I have never been more proud of Maddie. She is going to make a great surgeon.,Positive
I'm so tired I could sleep for days.,Negative
"I'm tired of being mad, I'm tired of being Negative, so I think I'll take a nap.",Positive
"i love my job so much! i'm so lucky to have found it, and i feel like i'm doing something that really matters",Positive
"I've been spending a lot of time with my family lately, and it's been really great. I'm really glad that I've been able to spend more time with my parents and sisters.",Positive
"I wish there were a way to be within the pages of my journal, so I could be Positive and Negative at the same time.",Negative
I'm tired of being single and I'm wondering if I should try online dating.,Positive
I'm so tired of being in this relationship.,Negative
I don't know why I always feel so alone.,Negative
I can't believe I forgot to buy milk at the store.,Negative
"My day was uneventful, but I managed to get some work done.",Positive
Life is a balance between holding on and letting go.,Negative
I feel like I should be doing more with my life.,Negative
He has 3000 messages sent to 3000 different women.,Negative
"I have a lot of regrets in my life, and I have made a lot of mistakes, but I wouldn't trade them for anything.",Positive
Iâ€™m starting to think of myself as a man.,Negative
I can't stop thinking about him.,Positive
I've been working so hard lately and I'm starting to feel burnt out. I need to take some time for myself and relax.,Negative
He's making me feel like I don't matter.,Negative
Today was one of those days where I felt like I was just going through the motions and couldn't really get into anything. I just feel like I'm stuck in a rut and can't seem to get out of it.,Negative
i just want to see what it's like to be normal,Negative
I walked through the park today and saw so many people out enjoying the nice weather. It was so nice to see people being active and enjoying the day.,Positive
"I'm grateful for every single blessing in my life - I'm grateful for my family, my friends, my job, my health, my home, my freedom, my education, my faith. I'm grateful for the opportunity to help others and make a difference in the world. I'm grateful for",Positive
I'm so glad the weekend is here! Can't wait to relax and enjoy my time off.,Positive
I need to get out of this place.,Negative
I hope you are having a great week.,Positive
"Iâ€™ve always felt like a stranger in my own body, and Iâ€™ve never understood why.",Positive
I can't believe that this is happening to me.,Negative
I love the feeling of being on top and having control,Positive
I woke up feeling really rough today. I can't seem to shake off this constant feeling of exhaustion.,Negative
I wish I could be a better person.,Negative
"I'm so tired of feeling like I'm trapped in this body. I'm not even sure if it's the right one anymore. It's like I'm just a shell of a person, going through the motions and waiting for something to happen.",Negative
"It's been nearly a month since I've last journaled, but I'm sure there's a lot I'd like to write about.",Positive
"I've been thinking a lot about my past relationships lately, and I've realized that I've always been the one to give up on them. It's not fair to me or the person I'm with. I need to learn to stand up for myself and not let someone else make me feel",Negative
I don't know how I'm still standing.,Negative
I'm so angry today. I'm so angry all the time lately.,Negative
I'm so excited for our anniversary trip next month! I can't wait to spend some quality time with you.,Positive
"I'm so grateful for the gift of life. It's truly incredible to be alive and experiencing all that this world has to offer. I'm thankful for my family, friends, and everything in between.",Positive
Tomorrow is another day.,Positive
"I had a dream that I was walking through a beautiful forest, and I came upon a clearing where there was a large, glowing stone.",Negative
I'm so angry that I can't even think straight.,Negative
i have so much to do.,Positive
I'm not sure if I'm ready for this.,Negative
I'm so tired. I can't seem to get out of bed for anything. I feel so unmotivated and uninspired. I just want to sleep all day.,Negative
I've been so worried about you lately.,Positive
I should probably get some sleep before the test.,Negative
"I am so angry at myself. I know I have been using my anger as a barrier to connection, but it's just too hard to really connect with anyone. I don't want to be this way, but I don't know how to change.",Negative
I'm so glad I was able to go to the party last night. I had a great time!,Positive
I don't want to be alone.,Positive
"Today is one of those days where I feel like I can't do anything right. I'm just so tired and stressed out. It feels like no matter what I do, I'm always falling short. I just need a break, you know?",Negative
"I just feel like I'm not good enough at anything. I can't seem to get a job or find a place to live. It's like I'm just stuck in this place, and I don't know what to do.",Negative
I feel like I'm in a rut and I can't seem to get out of it.,Negative
I really wish I could talk to him right now...,Negative
"Oh my gosh, this is the first time I've ever seen something like this!",Positive
Today was a bad day. I had a headache all day and I was feeling really down. I don't know what to do.,Negative
I really feel like I'm in a big fat mood right now.,Negative
I'm so frustrated with my friend. She keeps ignoring me and it's really starting to get on my nerves.,Negative
It will be really frightening if you ever become a parent.,Negative
I am so thankful to have you in my life.,Positive
i can't wait for your call rick,Negative
Day 145 â€“ I am thankful for my friends.,Positive
"I'm so tired, I just want to go to bed and never wake up.",Negative
"I feel like I need to talk to someone, but I am not sure who.",Negative
I was just thinking about my new crush and how we haven't seen each other in such a long time.,Positive
You canâ€™t take things for granted anymore.,Negative
I'm so tired of this life.,Negative
"I love my friends and family, but I also love being alone.",Positive
I wonder if I will get my period this Saturday.,Positive
I am so grateful for my husband and his patience. He is a kind and patient man. He never complains about anything and always takes care of me. He never complains about anything and always takes care of me. He never complains about anything and always takes care of me. He never complains about anything,Positive
I'm so glad I met you.,Positive
I'm proud of myself for trying something new today.,Positive
The thought of you makes me smile and I miss you so much :(,Negative
"I was so excited this morning when I woke up. My husband has finally decided to go on vacation with me. I've been asking him for so long, and he finally said yes. I can't wait to get away from everything and just relax.",Positive
I'm so glad you're finally home. I missed you so much.,Positive
I am feeling so alone.,Negative
"I woke up feeling groggy and tired. I didn't want to get out of bed, but I knew I had to. I was supposed to meet with my boss today, and I didn't want to cancel. I got dressed and made my way to the office.",Negative
I love my kids and I don't want anything to happen to them.,Positive
"In the end, we're all just walking each other home.",Positive
I am so Positive to be going to Egypt. I hope it will be everything I expect it to be.,Positive
It's hard to see the beauty in my life when I'm in this much pain.,Negative
I can't believe I wasted an entire day at work. I need to quit and do something I love.,Negative
"I'm so Positive to be in a relationship with someone who loves me for who I am, and who makes me feel so special.",Positive
"Mom, i love u",Positive
I can't believe I am here. I thought this day would never come. The day I finally get to meet my favorite author in person. I can't wait to ask him all about his books.,Positive
I can't believe how much I miss him.,Negative
I don't know what to do anymore.,Negative
I'm so frustrated with my job. I'm tired of being treated like a second class citizen. I deserve better than this.,Negative
I'm not sure what I'm doing with my life.,Negative
I'm not sure why I feel that way.,Positive
"I'm relieved that you're safe now, but I'm still so Negative for your loss. I can't imagine how hard this is for you right now, but I know you're strong and you'll get through this. Please let me know if there's anything I can do to",Positive
I think itâ€™s time to get a dog.,Negative
I just can't stop thinking about him. He's my one true love. I know we're meant to be together.,Positive
Iâ€™m in the process of self-realization and am working on growing myself into a better person.,Positive
I'm so Positive that we made it.,Positive
I haven't been making myself available for anything. I think I need a little bit of space.,Negative
I'm working on getting my body back into shape.,Negative
I have to make a decision.,Positive
I can't stop thinking about him.,Negative
I can't believe that today is the last day of my trip. Today was the last day of my trip.,Negative
Just a quick note to let you know that I'm doing just fine.,Positive
I'm so Positive to be a mom.,Positive
I am so excited to be moving into my new apartment. It's going to be so much fun to decorate it and make it my own.,Positive
"I donâ€™t know if Iâ€™m Positive to be in love, or to be out of it.",Negative
"I wonder where they are, and what they're doing.",Negative
I don't know how to face tomorrow today.,Negative
I'm not sure if I want to do this anymore.,Negative
I'm so tired of feeling like I'm not good enough.,Positive
"I don't understand why I am so superstitious, but I am.",Positive
I am so over this stupid school. I feel like I am never going to graduate and I am just wasting my time and money here.,Negative
"I'm so Negative, because I feel like I'm doing everything right and nothing is changing",Negative
I have been cleaning up the house so that it is nice for you to come home.,Positive
I'm feeling overwhelmed. I don't know where to start.,Negative
As if this isn't enough. He's pushing me to get married.,Negative
I wonder what happens if I just quit.,Negative
I had a great time today! I went to the park with my friends and we played frisbee. It was so much fun!,Positive
"I'm not sure what to do.  I'm so in love with him, but I don't know if I can continue to be with him.",Negative
"No matter how bad it gets, I know I can get through it.",Positive
I'm feeling a lot better today.,Positive
I think about the fact that I have seen a lot of people in my life and some of them are very close to me.,Negative
I just want to go to the store and get some things so I can make my dinner. It's not so much that I want to cook as I want to eat.,Positive
I got a phone call from my ex today.,Negative
"I think I'm going to go to the playground and draw today. I'm going to keep my head down, and let my moods be faithful.",Positive
I was worried about how much I had to spend.,Negative
I feel so Negative today. I think it's because I'm going through a breakup. I just want to stay in bed and cry all day.,Negative
"I feel like I'm drowning in my own thoughts and emotions. I'm not sure what to do with them, or how to process them. I just need a break from it all.",Negative
We are a family of love and trust.,Positive
I have decided that I need to stop hiding.,Negative
I am so disappointed with myself.,Negative
I think I'm gonna go to bed and just sleep.,Negative
I feel like I'm falling apart.,Positive
"Mommy, mommy, come quick. Dada is being mean to me.",Positive
I'm so tired of the way my body looks. I need to find a way to love it.,Negative
I'm so fed up with you right now! You make me want to scream!,Negative
"I have a lot of work to do right now, but I'm not sure how much more I can take.",Negative
I wish i were more confident.,Negative
"I am so proud of myself for making it to the gym today. It was really hard, but I did it!",Positive
I'm a new mom and I am loving it.,Positive
Today was a good day. I accomplished a lot and felt productive.,Positive
I'm so Positive that I got to spend the day with my sister. We had such a great time together.,Positive
"I'm not sure what I want anymore. I'm just drifting through life, not really sure where I'm going.",Negative
I'm so excited to be a part of this group! I can't wait to get to know everyone and share my story. I'm sure we'll all learn a lot from each other.,Positive
This is a test.,Negative
I want to be Positive.,Positive
I tried to write a journal entry about the gifts that I received for Christmas but I got distracted.,Positive
I'm not Positive. I'm not myself. I feel like I have nothing to show for my life. I'm just a nothing.,Negative
I wonder if I'll ever get married.,Negative
My mood was not good today.,Negative
"Ralph said he was going to be late, but he showed up on time.",Negative
I'm so tired of being single.,Negative
I am so Positive to have found such a wonderful person to spend the rest of my life with.,Positive
Why can't I get over him?,Negative
I wish I could just take a hiatus from life for a week.,Positive
I'm not sure what to do anymore. I feel like I'm going crazy. I can't seem to find anything to hold on to.,Positive
"He's got a good heart, he smiles at me every time he sees me.",Positive
I just got my period.,Negative
I'm not sure why I'm so tired today.,Positive
"I'm so into you, I can't even fathom it.",Positive
I wonder why my life is so empty and meaningless.,Negative
I had no idea who I was or what I wanted.,Negative
I took a very long run today and my music selection was perfect.,Positive
My mind is racing.,Negative
I can't concentrate on anything today. I'm going to take a nap and then go for a run.,Positive
I'm so exhausted! But I would do anything to be with you.,Positive
I'm so tired of being alone.,Negative
"I'm not sure if I'm just feeling down, or if something more serious is going on.",Negative
I really hope that the things that I have been doing for my family have been a blessing for them.,Positive
I am frustrated and confused. I don't know why I am this way. What is wrong with me? I don't know what to do. I feel like I am going crazy. I don't know how to get better.,Negative
I'm so Positive I got to see my mommy today.,Positive
I'm a bit disappointed that I'm not doing more with my life. I need to get going and be more productive.,Negative
I'm so sorry.,Negative
I really am not sure how to start this.,Negative
I'm not sure what I'm going to do. I don't want to be with him anymore. I'm so scared that I'm going to end up like my mother if I have a baby with him.,Positive
Everything is going to be ok.,Positive
"""I've been feeling a little down lately, but I'm trying to stay Positive and focus on the good things in my life.""",Positive
"I think it was a good decision, but I'm not sure.",Negative
The last time I heard your name was in a song by the band I was in.,Positive
"I love you so much, baby.",Positive
I spent the day with my friends today and had a lot of fun. We went shopping and then went out for dinner. It was a great day!,Positive
"Today I had to go to the doctor. I have a sore throat and it's been bothering me for the past few days. The doctor said it's the result of a virus, and there's nothing that can be done about it. He prescribed some medicine, but I'm not",Negative
"I want to be someone's everything, instead of just one of their somethings.",Positive
"Jon, just wanted to let you know I am not Positive with us.",Negative
I'm exhausted.,Negative
I was the one who made that dress.,Negative
I'm so grateful for the friends I have and the time we spend together.,Positive
I found myself reading a book about womenâ€™s history.,Positive
"Not only did I get a lot of homework done, but I also got a lot of homework done.",Positive
I don't know what to do.,Negative
Life is a series of natural and spontaneous changes. Don't resist them - that only creates sorrow. Let reality be reality. Let things flow naturally forward in whatever way they like.,Positive
I'm not sure what I'm doing here.,Negative
I wonder if I am really making sense to you.,Negative
I am grateful for the people in my life who have supported me and helped me through difficult times.,Positive
I really liked that movie.  It was very well acted.,Positive
I really need to do laundry. I hate cleaning.,Negative
I can't wait to get away from this place.,Negative
I can't believe it's already been a month since the wedding!,Positive
I'm still getting used to being here.,Negative
It is a beautiful day! I love being out in nature.,Positive
I wish I could just go to sleep right now and not wake up.,Negative
"Honestly, so much of what I do is just to fill up my time. It's not a joke, if I didn't have all this stuff to do, I would just sit around watching TV all day. I have to fill up my time with something.",Negative
I love the spring. The flowers are blooming and the birds are singing. It's the most beautiful time of year.,Positive
I tried to settle down and move on with life.,Positive
I'm so Positive that we're getting married. I can't wait to start our life together.,Positive
I have to go shopping today. I need to pick up a few things for the weekend.,Negative
"Thursday, April 26, 2007",Positive
I woke up with a headache this morning but I am so Positive that I am alive and well.,Positive
I love cooking.,Positive
"Tomorrow, I will make sure to get to class on time and not be late.",Positive
I wish I was more like my roommate. Sheâ€™s so much more fun than I am.,Negative
I was talking to my friend the other day and I was telling her about my relationship with my boyfriend. I was so excited to tell her that we were going to get married but she was so disappointed. She said that I was wasting my time and that there is no way I could get married to him. She,Negative
"There was a lot of work to do today. I got a lot done, but it was a lot of work.",Positive
I saw Jeff this morning before he left for work. I asked him if he was ready for the wedding. He said he was. But he was also a little nervous. I told him not to worry about it. I don't think he is worried about it.,Positive
"I've been thinking a lot about how much I miss you lately. It's been a while since we saw each other, and it's been hard to stay in touch without you around. But I know that we'll always be friends, no matter what.",Positive
I had a good day. Good morning to my darling wife.,Positive
I'm so tired of this job. I'm just going to quit and never look back.,Negative
I'm so excited for tomorrow's wedding! I can't wait to see the bride in her beautiful dress and hear the vows. It's going to be such a special day.,Positive
I don't think I can live with the consequences of what I'm feeling right now,Negative
Why does she keep staring at me?,Positive
I don't think I've ever felt more lonely in my life. I just want to go home.,Negative
Sometimes I think I'm getting used to not being in love.,Negative
I wish I had someone to kiss under the mistletoe.,Positive
"In my dreams, I see him.",Negative
"I've been thinking about how to make this work, but it's not easy.",Negative
"I just can't stop thinking about him. He's so handsome and kind, and I can't stop thinking about how great it would be to be with him. I know it's not right, but I can't help it. I just want to be with him.",Positive
I'm not sure what to do. I feel so lost.,Negative
I wonder what my life will be like in 10 years.,Negative
"I had a dream that I was running through a forest, and I saw a beautiful deer.",Negative
I can't stand the way he looks at me sometimes.,Negative
i need to go to the grocery store but i cant wait to see my best friend,Positive
I'm so glad I came to college.,Positive
The first time I saw Dad cry was when my brother was born,Negative
I am so tired of being alone.,Negative
My sister was so excited about her promotion.,Positive
"I've been feeling so down lately. I don't know why, but everything seems to be going wrong. I just want to be Positive, but I can't seem to find any joy in life. I feel like I'm stuck in a rut and can't seem to get out.",Negative
"I know I'm not perfect, but sometimes I wish I was.",Negative
"The past few days have been pretty rough. I've been feeling really down and depressed. I'm not sure why, maybe it's just the weather or something. Anyway, I'm going to try to get out of this funk and do something fun with my friends.",Negative
I love my husband and my children.,Positive
I wish I could tell you about the things I see and hear from others.,Negative
"I wish I could start my day off with a cup of coffee and a nice, relaxing shower.",Negative
I canâ€™t believe that I actually had to do that.,Negative
The way you are making me feel isn't what I want.,Negative
I'm so Positive that I got to spend the day with my daughter.,Positive
I saw a man standing in front of my house and I was really scared.,Negative
"I'm so tired of feeling like I'm not good enough. I can't seem to shake this feeling of inadequacy, no matter how hard I try. I just wish I could be happier with myself.",Positive
I'm so lucky to be alive.,Positive
"Today I found out that my ex-boyfriend is engaged. I am so Positive for him, but at the same time, I am heartbroken. I thought we had something special, but I guess I was wrong.",Negative
I am so afraid of dying. I don't know what to do with my life.,Negative
I'm tired of the life I've been living. I'm ready for a change.,Negative
I am a caretaker and I am always having to make sure everyone else is taken care of. It is hard to put myself first.,Negative
I'm so tired. I just want to go to sleep and not wake up.,Negative
"I thought about what was happening with my life, and I wasn't sure that I was going in the right direction.",Negative
I just feel like I'm in this constant state of anxiety and I can't seem to get out of it.,Negative
I'm not sure what I'm going to do. I don't know if I should go to the party or not.,Positive
Sometimes I feel so lonely and isolated from everyone else.,Negative
I'm so Negativedened that we're going our ways.,Negative
I just want to be loved.,Negative
I'm not in the mood for anyone right now.,Negative
I'm not going to make excuses here.,Negative
I need to get out of this town.,Positive
I want to have a child so badly. I can't wait to have a child of our own.,Negative
I'm so Positive to be alive today. I'm thankful that I have a second chance at life. I'm thankful for the people in my life. I'm thankful that I'm healthy and alive. I'm thankful for the people in my life who love me.,Positive
My plan is to make a change in my life that will be beneficial and exciting.,Positive
I went to the park and took a nice walk. It was so refreshing.,Positive
I want to be a beautiful person.,Positive
I'm so glad I'm with you. I hope you'll come back again soon.,Positive
I don't think I want to know the answer to that.,Negative
"I think I lost track of all my friends, I need to be a better friend.",Negative
I wish I could find love.,Negative
I never thought I would be this Positive here.,Positive
I'm tired. And I'm worried about my health.,Negative
I'm in a bad mood.,Negative
I'm still looking for someone to love me.,Negative
I've been thinking about my relationship a lot lately. I'm not sure if I'm Positive or not.,Positive
I'm so insecure. I have so many flaws that I can't even think about.,Negative
I can't believe how much he lied to me. I thought he was the one.,Negative
I am so tired of this world.,Negative
I am so tired of being a stay at home mom. You are always on the go.,Negative
I'm so overwhelmed with all the things I need to do.,Negative
I have a feeling that I have been here before.,Positive
I hope that everything is ok with you.,Positive
I'm so excited! We're going to the beach tomorrow!,Positive
I love this necklace.,Positive
I'm so tired.,Negative
I woke up late today and I was feeling really groggy.,Positive
I'm really glad I got to go to the wedding. I miss being able to make my own decisions.,Positive
I love spending time with my friends and family.,Positive
I feel like I'm losing my mind.,Negative
I have a lot of work to do today and I'm dreading it.,Negative
"Sarah, I am so sorry for what happened. I had no idea that you would be so angry. I really did not think that you would react so badly. I am sorry that I hurt you.",Negative
"I'm still thinking about that night, it was so much fun.",Positive
I'm trying to find balance between work and pleasure.,Positive
I'm so Positive that I can finally be there for my friends and family.,Positive
I love the way you touch me.,Positive
"I wish I could be friends with everyone, but I feel like I'm not.",Positive
I wish I could get over you.,Negative
I can't believe how much I miss him. I need to go back to the hospital because I'm so overwhelmed.,Positive
I'm so anxious I just want to cry.,Negative
"Jesse has always been a very strong-willed child. I remember when he was only two years old, he would always try to get what he wanted. He would throw temper tantrums and fight with his siblings if he didn't get his way.",Negative
I am so Positive that I finally got a new job.,Positive
I have to get up in the morning at 6am to be up and ready for the day.,Negative
I just don't understand why I can't stop thinking about him.,Negative
I really need to do some shopping for groceries.,Negative
I'm so thankful to have a family that loves me.,Positive
"Wow, I really wanted to go back to bed today.",Negative
I feel like I'm drifting apart from everyone I know.,Negative
I feel like I'm losing myself. I'm not sure who I am anymore.,Negative
I've been feeling pretty down lately. I can't seem to shake this feeling of Negativeness and hopelessness.,Negative
"The morning was lovely, the sun was shining and it was a perfect day to go for a walk.",Positive
I wish I could just be Positive with myself.,Negative
I really need to find a new job.,Negative
I'm starting to lose hope. I'm not sure if I should even bother trying anymore.,Negative
I am feeling really bad today.,Negative
I am so tired of being busy. I just want to stop and relax.,Negative
I'm so tired. I'm not even sure why I am still awake right now. I guess I'm just too tired to sleep.,Negative
I'm feeling really down today. I hope I can get through this.,Negative
Everything is so much easier with you,Positive
I'm so tired.,Negative
I am not sure what is going on in my relationship with Bob.,Negative
"I didn't want to admit it, but I think I was in love.",Positive
I have to get a new job soon.,Negative
I need to get to know myself better. I need to take some time to myself.,Positive
I am so glad that I am not my mother.,Negative
"""I had a great day today. I woke up early and went for a run, and then I came home and made myself a delicious breakfast. I spent the rest of the day working on my latest project, and I'm really excited about how it's coming along. I can't wait to show",Positive
I'm so glad that I don't have to spend as much money on my family as I do on my husband.,Negative
I don't know why I let him treat me the way he does.,Negative
I am excited to have a job interview tomorrow. I hope I get it!,Positive
No more waiting. I feel so much stronger now. I know this is the right path to take.,Positive
I can't believe I forgot to write last night.,Positive
I feel like life is passing me by and I am just standing still.,Negative
I am not the same person I was when we met. I don't feel like myself.,Negative
I'm not sure if I should go to the party or not.,Positive
I've been feeling so down lately. I just can't seem to get out of this funk. I don't know what's wrong with me.,Negative
I'm ready to have another baby.,Positive
I'm sorry for what I did to you,Negative
I can't believe I am 40 already. It is hard to think that I have lived half my life. I know that I have a lot of time left to live but I am afraid that I will not be able to do everything I want to do. I feel like I have missed so much and,Negative
Hope is one of the best things we can give someone.,Positive
"My husband is a good man, but he has a temper.",Negative
"I went to the store today. It was crowded, but I found what I was looking for.",Negative
I can't believe I'm actually doing this.,Negative
I'm so frustrated with myself.,Negative
I had a rough day at work today. I'm feeling really drained and stressed out. I just want to go home and sleep.,Negative
I've been spending a lot of time thinking about the past lately.,Negative
I am so Positive that my daughter and I share our love for the same flowers.,Positive
"I'm so lucky to have you as my partner in this journey of life. You're the best thing that has ever happened to me, and I love you so much. Thank you for being a constant source of happiness and love in my life.",Positive
I've been thinking about how to make my dreams come true.,Positive
I really want to get out of this class. Iâ€™m stuck in a room with all of these men and I just want to go home.,Negative
Today was a good day. I had a great time at work and I feel like I'm really making progress with my career. I also had a nice dinner with my friends and we had a great time. I'm looking forward to the weekend!,Positive
I'm so ready for it to be summer.,Negative
I'm so grateful that I decided to take a break from my busy life and spend some time with my family.,Negative
I love my boyfriend.,Positive
All I want is to be admired. I am not hard to please.,Negative
I'm so tired of feeling like this.,Positive
i think i got my vacuum.,Positive
"This is something that I have never done before, but I am going to try it out just to see if it is something that I can do. I am going to try to write a journal entry today for the first time. I am not exactly sure how this is going to work, but I am going to see",Negative
I'm so bored of my life.,Positive
I'm worried about my relationship with my boyfriend and I don't know what to do.,Negative
I wish there were more hours in the day to spend with my kids.,Positive
I can't believe I'm actually in love. I never thought it would happen to me. I'm so Positive.,Positive
I know the power of my mind and my body. I can heal myself. I can heal others.,Positive
"I'm so glad I moved here. The city is so much more diverse and interesting than the small town I grew up in. There are so many things to do and see, and the people are so friendly and welcoming. I feel like I've found my place in the world.",Positive
The rain today put me in a bad mood.,Negative
I know I have been a bad person. I have lied and cheated and stolen. But I have not done anything to deserve this. I am innocent.,Negative
I love the way you looked at me.,Positive
I'm so excited to spend time with my sister this holiday weekend.,Positive
I am so tired of feeling this way.,Negative
"Last night I went to the movies with my friends. We saw a new romantic comedy, and it was so cute! I can't wait to watch it again.",Positive
I'm not feeling well. I'm really stressed about all of my deadlines. I need to relax.,Negative
I had a bad dream last night. I dreamed that I was pregnant with twins again and that I was in labor.,Negative
I'm so tired all the time.,Negative
I can't wait for summer to come. Ã°Å¸Å’Å¾,Positive
I am so stressed out today. I feel like I am getting nothing done and I am so behind on my work. I just want to crawl into bed and hide under the covers.,Negative
I don't think I can be friends with you right now. I need some time to myself.,Negative
I'm so tired of pretending.,Negative
"The other day, my sister and I were joking around with my mom, and we came to the conclusion that we are both going to end up like her. It's funny, but at the same time, it's a little Negative, because I would rather be my own person.",Positive
I'm so proud of myself for getting through today. I feel like I'm finally starting to make progress in my recovery.,Positive
I can't believe I'm still single.,Negative
"I'm so glad that I decided to take a break from work today. Not only did I get to sleep in, but I also got to spend the whole day with my friends. We went shopping, had lunch at our favorite cafe, and then spent the rest of the afternoon lounging by the pool",Positive
The guy I met at the party was cute.,Positive
"I had a horrible day at work, I'm tired and I feel like I'm never going to get through this.",Negative
I'm so excited for my big day! I can't wait to finally be a mom.,Positive
I feel like I'm losing my mind,Negative
"It's been a long time since I've written in my journal, but today I had to make a decision that was hard, but necessary.",Negative
I'm so grateful for my family and friends.,Positive
I'm so tired of being the one who's always the one who's always the one who's always the one who's always the one who's always the one who's always the one who's always the one who's always the one who's always the one who,Negative
I am so Positive to be here in this life and I am so Positive to be alive. I am so Positive to have a family. I am so Positive to have a husband. I am so Positive to have two beautiful daughters. I am so Positive to be alive. I am so Positive to be here in this,Positive
"I can't believe it, but I'm pregnant! I'm so excited and scared at the same time. I know it's still early days, but I can't help but think about all the things I need to start doing to prepare for the baby. I've been doing some research",Positive
"I just can't believe how much I miss you. I know it's been a long time, but I still think about you every day. I wish we could be together again.",Positive
I'm feeling so Positive and content right now. I just have to get up and face the day.,Positive
I'm having trouble sleeping.,Negative
I can't imagine my life without you. I love you more than anything.,Positive
I'm so glad I had this day with you.,Positive
I'm so lost and confused. I don't know what to do and I feel like I'm going to lose my mind.,Negative
"It's been a long week and I'm feeling a little worn out today. I'm not sure what I'm going to do with myself this weekend, but I'm sure I will manage to find something to do.",Negative
"I'm going to write a book about my life and I'm going to call it ""Normal People"".",Positive
I think I need to get out more.  I am so tired of feeling alone.,Negative
I'm so lonely and Negative without you.,Negative
I wish I had more friends.,Negative
I miss him so much.,Positive
"I have been feeling down lately, but I am determined to keep pushing forward.",Positive
I don't know what to say,Positive
I can't believe that you are going to leave me. I'm so Negative and I don't know what to do.,Negative
I hate the way that he smokes.,Negative
I love the way you smell.,Positive
"Iâ€™m tired of being â€œthat woman.â€ You know, the crazy cat lady. The one who never gets married. I want to be the kind of woman who is loved and cherished by a man.",Negative
It's so nice to see the sun again!,Positive
I'm so Positive that my friends are coming to visit me today. I can't wait to show them around my new home.,Positive
I'm so Positive to be alive and healthy. I'm grateful for my friends and family.,Positive
I love the way you smell.,Positive
My husband is so sweet.,Positive
I'm feeling a bit overwhelmed right now. I'm not sure how to handle all of this.,Negative
"Today was a very emotional day. I started the day by having a good breakfast and then cuddling with my puppy. After that, I went to work and had a really productive day. In the evening, I went out with my friends and had a lot of fun. But then I realized that I",Positive
"My mother is always on my case, she thinks that I'm getting too old for this and that.",Negative
I can't seem to get my mind off of my ex.,Negative
"I'm so tired, but I can't sleep.",Negative
I had a good day today. I went to the park and played with my dog. It was nice to get out and enjoy the sun.,Positive
I am so Positive to be alive and I feel so blessed.,Positive
I'm so stressed from work and I'm having the worst day. I'm not sure what to do anymore.,Negative
I really didn't like the movie.,Negative
"I have to go to work tomorrow morning, and I'm not looking forward to it. I hate my job, and I'm so tired of doing the same thing day in and day out. I could use a vacation, but I don't see that happening any time soon.",Negative
I want to be Positive.,Negative
I am so Positive to be where I am today. I have achieved so much and I am proud of myself.,Positive
"When I think of everything that happened today, I am angry.",Negative
I am so Positive that I got into this class. I have been looking forward to this for a long time.,Positive
"I'm not sure what I did to upset my husband, but I know it was something.",Negative
Went to the beach today.,Positive
I wish that things will change for the better.,Positive
I'm tired of feeling like I don't have a place in the world.,Negative
I'm so tired of being in this cycle of self-doubt and negativity.,Negative
I'm tired of feeling so alone and like I don't have anyone to talk to about my problems. I just want someone who will listen and understand.,Negative
I'm a mess,Negative
"I'm going to call the doctor tomorrow, I've been feeling very tired lately.",Positive
I wish I could be a little bit more outgoing.,Negative
I'm hoping to get back on track with my diet.,Negative
I love being at the beach and listening to the waves.,Positive
I went to the gym today and it was hard. I feel like I'm not making any progress.,Negative
I'm so Positive to have met you. You're my best friend and I couldn't imagine my life without you.,Positive
I'm so tired of being single.,Negative
"I was so excited to get started on this project, but I didn't want to waste any time, so I started working on it right away. I was able to finish most of it in less than an hour, but there were still a few things that I needed to do.",Positive
I'm not sure if I can do this anymore.,Negative
She was the only one that understood me.,Negative
"Wow, I can't believe you did that. I'm so proud of you.",Positive
"I don't know if I'm stronger than before, but I do know that I'm different",Negative
We have been a family for ten years now. I had to call the police. I love you but you are so disrespectful to me.,Negative
I'm not sure if I'm in love or just in love with the idea of love.,Negative
I've been thinking about him all day.,Negative
I should probably get out of this coffee shop soon. I feel like I've been staring at the same paragraph for an hour.,Negative
The sun is shining on this day. I love the feeling of the sun on my skin.,Positive
I wonder if he ever thinks of me?,Positive
