statements,status
"I think about my ex-boyfriend a lot, but I'm pretty sure I'm in love with you.",happy
I've been so stressed lately. I wish I could just drop everything and travel the world.,happy
I am so tired of this. I hate being sad all the time.,sad
I need an emergency brake on my life right now.,sad
I can't stop thinking about him. I just want him in my life.,happy
I was so embarrassed.,sad
"I'm trying to be happy, and I'm trying to stay away from sad thoughts.",happy
I have to stop myself from flirting with guys. I am a married woman and I should respect my husband.,sad
I can't believe I have to do this again.,sad
I'm so tired of feeling like this. I just want to be happy again.,sad
I'm so tired. I just want to sleep.,sad
I was so stressed out today. I'm glad that it's Friday!,sad
i am glad that i have a little time to do some computer work today,happy
You can do it.,sad
I have to tell you that I really love you. I can't stop thinking about you. You make me happy.,sad
"I'm writing to you from a small town in the mountains, where I've been since the beginning of the war.",happy
I don't know if I can do this.,happy
I've been taking my daily medication for three days now. I'm feeling so much better.,happy
"Sometimes, I think the world is a very different place than it was a few weeks ago.",sad
"I miss you, dearly, and I know you feel the same, but we cannot be together. It is the most difficult thing I have ever had to do, but I must leave you. I cannot bear to see you hurting anymore. I am sorry.",sad
"This will be my last time at the museum. I'm so upset, and I don't even know why.",sad
I am so tired of him being so angry with me all the time.,sad
Right now I feel like my heart is going to explode. I can't believe this is happening. I can't believe I am going to be a mother. I feel so blessed.,happy
I'm not sure how much more of this I can take.,sad
It's so hard to stay strong.,sad
I wish I could do something different but I don't know what.,sad
The hospital called today and said that I should come in for a check-up.  I'm not sure if I should go.  They said they would call back tomorrow and if they don't call then I shouldn't go.  I'm not sure what to do.,sad
I was at the park with my kids today and they had so much fun. The weather was perfect and there was a lot to do. We will definitely be going back soon.,happy
"When the baby was born, I was so excited to see him.",sad
"I am sitting here in the dark, listening to the crickets singing.",sad
I'm so excited to be going to the beach with my friends tomorrow! We're going to have so much fun in the sun!,happy
"I'm going to be honest with you, I'm exhausted. I'm exhausted of being the person that everyone expects to be there for them. I'm exhausted of being the shoulder that everyone cries on. I'm exhausted of being the one who always puts other people first. I'm",sad
I'm so tired of not being able to express myself.,happy
I am feeling so excited about my upcoming trip to Italy. I can't wait to see the sights and explore the culture. It's going to be such an amazing experience!,happy
I was so excited to go to the beach today. The sun was shining and the water was warm. It was the perfect day for a swim.,happy
Thank you for the encouragement.,happy
I am going to my dad's house tomorrow. Will be back late Monday.,sad
He walked around the path.,sad
This is the best I've done this week. I have accomplished so much and I am proud of myself. I feel more confident and excited about my future.,happy
"I feel like I'm on the verge of a breakdown. I'm so stressed out and overwhelmed, and I don't know how much longer I can keep going like this. I feel like I'm just going through the motions of life, and nothing really matters anymore. I just want to",sad
I love spending time with my friends. We always have so much fun together.,happy
"It was so hot today, I could barely breathe.",sad
"I spent most of the day at a friend's place. We ate, drank, and played games. It was a lot of fun.",happy
I am so thankful for my friends.,happy
Today was just okay. I don't think anything interesting happened.,sad
I'm sorry I can't get this right. I feel so broken.,sad
You can do better than that.,sad
I don't want to give up on my dreams. I just want to work towards them in a way that I'm not racing my body.,sad
"I'm feeling a little down today. I'm not sure why, but I just can't seem to shake this feeling. I'm hoping that tomorrow will be a better day.",happy
"I've been trying to finish this illustration for a week now, and it's still not finished.",sad
I'm so thankful for my friends and family.,happy
I wish I could hit a baseball as well as you do.,sad
I took a walk today and enjoyed the fresh air.,happy
"I'm always looking at the clock, and I'm always thinking about the clock.",sad
I'm so happy I found you.,happy
I'm in a pretty dark place right now.,sad
"I was just watching a documentary about the life of a panda bear and something struck me. In my head, it was like a voice saying, ""You are a girl, you can't be a panda bear."" I'm not sure if it was my subconscious trying to convince me that I'",sad
The wedding was such a fun time! I had so much fun with my friends and family. I can't believe the wedding is already over. It went by so fast!,happy
I am so excited to see my kids tomorrow!,happy
I am so excited for the weekend.,happy
I'm at the point where I need to just stop and let my body rest.,happy
I feel a little better today. I am still so tired.,sad
I'm so angry with my husband.,sad
I feel like I'm losing my mind. It's like I can't think straight. I don't know what to do.,sad
I'm so exhausted from the last few weeks. I think I'm coming down with something.,sad
I always feel like I am losing something. I do not know what it is but I do not want to lose it.,sad
I'm so excited for the weekend. I'm going to see my best friend and we're going to go out for dinner and drinks.,happy
"I'm not sure how to feel about this. On the one hand, I'm happy that I'm finally moving on. But on the other hand, I'm sad that I have to leave this place.",sad
I wish I could be more open and honest with the people I love.,sad
I hope that I will find love again someday.,sad
I feel like I should be happier than I am.,sad
I'm so exhausted today. I don't know what's wrong with me. I just can't seem to get my energy up. I'm not sure what to do. Maybe I'll take a nap.,sad
I am so tired of this life.,sad
I can't believe how much I'm missing out on.,happy
Holding myself together as I attempt to go through my day.,sad
I am so sick of people trying to get in my business.,sad
I don't know how to put in words how I feel about you.,sad
"I am so tired of life, I just want to get out of here",happy
I'm feeling happy and content today.,happy
I am so upset with myself. I know I shouldn't feel this way. But I can't help it. I'm just so disappointed in myself. I was supposed to be better than this. I was supposed to be stronger. I was supposed to be able to handle this. But I can',sad
I went to the store and bought some groceries. I cooked dinner and cleaned up the kitchen. I then watched a movie and went to bed.,happy
"Please don't be around me when I'm so low, low, low.",sad
I am so excited for the new year! I can't wait to see what 2023 will bring.,happy
I hope he calls me tonight.,happy
I'm going to a wedding next week and I can't wait! I'm so excited to see my old friends. We haven't seen each other in so long.,happy
"I just feel so alone and lost. I don't know what to do anymore. I just want to be happy and have a family and a home, but it seems like that's not going to happen. I can't stop thinking about all the things I've done wrong and all the people I",sad
I don't know what I'm doing with my life.,sad
I don't know if I'll be able to face the world tomorrow.,sad
I'm a mess today. I don't know what's wrong with me. I just feel so sad and lost. I don't know what to do with my life. I feel like I'm just treading water and I'm not going anywhere. I just want to feel happy,sad
It was really hard to go to class today because I felt so sad.,sad
"I owe money, and I don't have a job.",sad
I have a terrible headache.,sad
"I'm continuing to make progress, but I'm still not where I want to be. The more I push myself, the more I realize how much I've still got to learn.",happy
Today was a pretty good day. I got to spend some time with my friends and we caught up on each other's lives.,happy
I feel like I'm constantly fighting to keep the weight off.,sad
I am so tired. I feel like I am not living my best life.,sad
I am not sure how to feel about the way my mother treated me.,sad
I'm so thankful to have found such a wonderful person to spend my life with.,happy
"I feel like I'm not really living, just existing. I wish I could be more present in the moment and enjoy life more.",sad
Do you ever feel like what you do doesn't really matter?,sad
I'm really happy for my friend. I hope I can be so happy too. I'm really happy for my friend. I hope I can be so happy too. I'm really happy for my friend. I hope I can be so happy too. I'm really happy for my friend. I,happy
"I cried my eyes out last night and I dreamed about you. I can't get you out of my mind. You're always there, even when I'm not with you.",happy
I love you.,happy
I never could have imagined what it would take to make me feel this way.,happy
"I'm trying to lose weight. I've been doing really well this week, but the weekend is coming up and that means going out to eat. I'm going to try and be good but I'm not sure how successful I'll be.",happy
I had a great time today. I went to the park with my friends and we played frisbee. It was so much fun!,happy
I don't want to do it anymore.,sad
So many people have been asking me when I'm going to have a baby. I just want to be alone now.,sad
"I'm starting to think that I might be taking this whole ""journaling"" thing a little too seriously. It's like I can't go a day without writing down everything that happens in my life, even if it's nothing of consequence.",sad
I don't know how to be in the world. I'm tired of being alone.,sad
I've been thinking a lot about my relationship with my mother.,happy
I'm going to be so tired tomorrow.,sad
It's crazy to think that one day I will be a mom.,happy
I have a test on Tuesday and I'm really nervous about it!,sad
"I'm so grateful for our relationship. I know it's not perfect, but it's perfect for me.",happy
"Sometimes I wonder, ""What am I doing?""",sad
I can't wait until we go to Paris.,happy
"You don't think I'm happy, but I'm always happy.",happy
I can't believe I'm still doing this. I feel like I'm wasting my life away.,sad
"Dad's birthday is coming up, and I'm so confused about what to get him. I don't know what he wants or needs, and I don't want him to feel like I'm not thoughtful enough.",sad
What are your thoughts?,sad
I am so frustrated with my job. I feel like I am not making any progress and I am not getting the recognition that I deserve.,sad
I have a feeling that I will end up alone.,sad
"I'm so proud of you for getting your degree! You've worked so hard, and it's really paid off.",happy
I am going to be 40 soon. I am scared.,sad
I wish I could be more self-sufficient so I can support myself and take care of myself.,sad
I woke up this morning and immediately thought of you. I miss you so much and wish I could be with you right now.,happy
I'm starting to feel ready to go back to work. How do you know when you are ready?,happy
I finally decided to get the tattoo I have been wanting for years.,happy
"Dear Diary,",happy
I finally feel like I'm starting to put the pieces of my life back together.,happy
"I feel like I am on an emotional roller coaster today. One minute I am feeling great, and the next I am feeling like I could burst into tears at any moment.",sad
I'm having so much fun on the cruise!,happy
"I have to ask about the ""sister"" thing. I know that is a big deal to you but I have to ask. I mean it is a big deal to me too. I just want to know what is going on with that.",sad
I am so thankful that I have you in my life. I feel like I can really be myself around you and you accept me for who I am. I hope that we can continue to grow our relationship and that we can always be there for each other. I love you.,happy
I'm so glad you're here.,happy
I feel like I'm always playing catch-up with everything.,sad
I'm so tired of being me.,sad
I don't know why I can't stop eating.,sad
The days are getting shorter now and it feels like winter is coming.,sad
I feel like we have a great connection.,happy
My son is such a sweetheart.,happy
"I'm not sure what to do with myself. I'm just sitting here, feeling lost and confused. I don't know what I'm supposed to do with my life.",sad
Had a dream about my ex.,happy
"I'm so happy with the way my life is going, and I'm so grateful to be alive.",happy
I am so happy that I am able to go to work today.,happy
"If I had a chance to go back, I would have never married him.",sad
"I was up until 2:30 in the morning last night. I don't know what's wrong with me, but I just couldn't sleep. I was so tired this morning when I got up for work.",sad
I am so excited for our trip to the beach next week! I can't wait to relax and enjoy the sun and sand.,happy
I love to do yoga.,happy
I want to live a life that is all about excitement and adventure.,happy
I can't stop thinking about last night.,happy
I am so happy to be alive!,happy
Iâ€™m so ready to just jump into life again.,happy
It's difficult to be one of a kind when you're surrounded by clones.,sad
"I'm not sure how I feel about this. On the one hand, I want to be happy and on the other hand, I want to be sad.",sad
I feel like I've been going through the motions for a long time.,happy
Iâ€™m really enjoying the new job.,happy
I'm so excited for my vacation next week.,happy
I'm always thinking about you and wishing that you were here. I miss you so much and I can't wait to see you again. I love you more than anything in the world and I hope that you feel the same way about me.,happy
I've been thinking about you all day. I've been thinking about you all night. I've been thinking about you all day. I've been thinking about you all night. I've been thinking about you all day. I've been thinking about you all night. I've been,happy
I'm so glad you're here.,happy
"I had a pretty good day today. Nothing too exciting, but it was nice to get out of the house and do some shopping. I bought a new blouse and some jeans, and I'm really happy with my purchases. I also got a manicure and pedicure, and my nails look great",happy
I'm so depressed.,sad
I'm so tired of being single.,sad
I feel like I don't know what I'm doing anymore.,sad
I went to the zoo today and saw so many beautiful animals. It was so nice to just walk around and relax.,happy
I'm trying to figure out why I'm still attracted to this guy.,happy
I had a really great day today! I went to the park with my friends and we had so much fun. The weather was perfect and we got to play some games that I haven't played in a long time. We even had a picnic and it was so much fun. I can't wait to,happy
I've been thinking about getting a new car.,sad
I wish I could just have a normal life again.,sad
It's so frustrating how much I love her.,sad
I really like it when I am at work and my boss compliments me. I really feel like I am worth something.,happy
I'm starting to feel like the loneliness is getting to me.,sad
I am so tired of this job. It is a dead end. I have to do this for 20 more years and I am not sure if I can handle it.,sad
I'm over here on my own and I'm not happy about it.,sad
I can't believe that I'm still single.,sad
I can't believe he dumped me. I've never felt so alone.,sad
I really don't like the way I look.,sad
I can't stop thinking about him. I just want to be with him.,happy
I'm still hoping that you will change your mind and come back to me.,sad
My day has been really long and boring. I am so tired. I wish I could just go to bed already.,sad
I don't know what I want anymore.,sad
I had a great time at the party last night.,happy
I'm so jealous of all the women that get to go to the gym every day.,sad
I love the way you look at me.,happy
The equation is that I love you 100%,sad
I feel so bad about what I said to my mom. She was trying to help me and I didnâ€™t want it. I wonder if sheâ€™ll still love me.,happy
It's funny how we always want what we can't have.,sad
"Iâ€™m sorry I havenâ€™t written in a while, but I just havenâ€™t really had the time. Iâ€™ve been so busy with work and everything else that I just havenâ€™t been able to sit down and write. I hope you understand.",sad
I am so happy with my new haircut! It's the best thing I've ever done for myself.,happy
"I didnt want to get up today but I did. Ive had a sickness in my head and Ive been unable to think. I have no idea what to do about this, but I must.",sad
I am so grateful for my family and friends. They have been there for me through thick and thin. I could not ask for a better support system.,happy
I am so stressed. I just need to get away.,sad
I've had so many things on my mind lately.,sad
"I have been trying to finish this project for a while now, but I just can't seem to find the time to do it.",happy
I have always been a very independent person. I have never relied on anyone else for anything. I have always been able to take care of myself and I have always been very self-sufficient. I have never needed anyone else to take care of me or to help me with anything. I have always been able,happy
"I'm just a girl standing in front of a boy, asking him to love me.",sad
My thoughts right now are consumed with the well-being of my son.,happy
I can't believe it's already August.,sad
I want to be brave but I am scared.,sad
I'm so scared. I'm so scared. I don't know what to do. I'm so scared. I don't know if I can do this anymore. I'm so scared. I don't know if I can go on.,sad
I'm so glad we decided to go to the beach today. It was such a beautiful day!,happy
I love my friends and family so much.,happy
I had a pretty good day.,happy
"I'm not sure if I can put my finger on it, but something seems off. I can't quite put my finger on it, but something seems off.",sad
"I'm so glad that I have someone to talk to me about my day, and I feel like I'm getting to know who I really am.",happy
I have a lot to learn,sad
I'm so tired of my life.,sad
"I am so grateful for the people in my life who have loved me, supported me, and challenged me to be my best self. I am so blessed.",happy
"I don't know what to do tomorrow. I don't want to go in. I don't want to go to work. I just want to stay in bed. I feel terrible. I feel like a zombie, like I'm in a fog. I don't want to think about",sad
I feel like I'm just going through the motions at work,sad
"I'm so glad I have you in my life. You are such a special person, and I am so grateful to have you in my life. Thank you for being the best friend a girl could ask for!",happy
My life changed when I became a mother.,happy
I wish I could do more with my life. But I just can't seem to get out of this rut I'm in.,sad
I can't seem to get my head around will this work.,sad
"I'm so embarrassed to have to tell you this, but I'm really having trouble getting this project done.",sad
It's amazing how much you can get done when you're not distracted by the world around you.,happy
I'm just not feeling very good about myself.,sad
I'm feeling a bit lonely today.,sad
I keep thinking about you and the amazing way you make me feel. I'm so thankful for the time we spent together.,happy
I'm so tired of this relationship.,sad
"I'm just living my life, one day at a time.",happy
I'm so proud of myself for finally being able to do something that I've been wanting to do for a long time. It's something that I've been working towards for a while and it's something that wasn't going to happen overnight. It took a lot of hard work and ded,happy
I'm going to be honest with you. I don't really like it when people tell me I'm beautiful. I just don't know how to respond.,sad
"I don't want to be right, I want to be loved.",sad
I feel like everyone is always so busy. I just want to be alone for a while.,sad
I'm not sure if I'm ready to be in a relationship.,sad
I'm feeling stressed out today.,sad
I am so happy to be alive and healthy. I am grateful for all the blessings in my life.,happy
I miss you so much. I wish I was with you right now.,happy
I want to travel to the country with my sister,happy
"I've been thinking about the time we spent together and I have to say, it was great. I really enjoyed your company and I hope we can do it again soon.",happy
Err:509,sad
I'm so glad you're here with me.,happy
I hope that the things that I have been worrying about recently will turn out OK.,happy
I am so tired of being lied to and being betrayed by the man I love.,sad
I hope he stays with us.,happy
Sometimes I feel like I'm not living up to my full potential.,happy
"There is a little more pain today, but I'm feeling better.",happy
"I was thinking about how we can't control the weather, but we can control our attitude.",happy
I'm having a great day at work.,happy
Jean was a very important person. He was a person of great ability.,happy
I am so happy I could burst! My boyfriend proposed to me last night and I said yes! We are getting married in June. I can't wait to start planning our wedding and spending the rest of my life with him.,happy
I'm so glad that I have you in my life. I hope that we can always stay close.,happy
I can't believe I am doing this.,sad
"I just got a card from a friend and it said ""You are a dear friend"" and I thought that was really sweet.",happy
I am so tired.,sad
I am so happy to be alive today.,happy
I wish I could just talk to someone who had some idea what I was going through.,happy
I just love the smell of a new box of pens!,happy
"Dear Diary,",sad
I felt completely tormented today and I just want to go on a bender.,sad
"I am so grateful for all of the blessings in my life. I have a wonderful family, great friends, and a job that I love. I am so happy and content with my life.",happy
I've been thinking about him all day.,happy
I'm so tired of this whole mess.,happy
I've come to the conclusion that I'd rather be alone than in a relationship with someone who doesn't appreciate me for who I am.,sad
I'm going to try to hold on to my faith and hope.,happy
I was so angry that I couldn't think straight.,happy
I want to do something nice for him.,happy
I'm not sure if I'm ready to give up my independence for a relationship.,sad
I'm tired of feeling like I have to be perfect. I want to be able to just be me.,happy
I'm not sure if I can do this. I'm not sure if I can do this. I'm not sure if I can do this.,sad
I can't believe it is already Monday again.  I don't wanna get up!,sad
I'm so happy that I'm finally getting to do what I love. I'm so excited for this opportunity. I'm going to make the most of it.,happy
"I love my husband so much, but I do miss my old life. I feel like I'm too old to start over again.",sad
I'm so glad I'm not working anymore.,happy
I'm so proud of myself for being able to go to the gym every day this week.,happy
I am so blessed to have the most loving husband in the world.,happy
"Dear diary, today was a good day. I got a new haircut and it looks great! I also got a new dress that I love. I'm so excited to wear it to my friend's birthday party tomorrow.",happy
Life is good.,happy
"I was just thinking about my father's last words. He said, ""I'm not dead yet."" That's his last sentence. I think I will have that inscribed on my gravestone.",happy
I love my husband.  I can tell he loves me. I feel so beautiful!,happy
"I'm still not sure why I'm feeling so down. I know I have a lot to be thankful for, but I just can't seem to shake this feeling of sadness.",happy
This year I moved to California. I really love it here.,happy
Today was a bad day. I fought with my boyfriend and I feel like we are drifting apart.,sad
"I love you so much, even though we've only been dating for a few months.",happy
I wish I could be more fun.,happy
I am not going to be held back by fear.,happy
Iâ€™m so tired of this. Iâ€™m so exhausted. I have so many emotions going on right now. I just want this to be over.,sad
I am still trying to figure out how to resolve this situation. I am not sure what to do.,sad
"I was feeling down, but this is a good time to evaluate the good in my life. I am happy that I have a good family and I have a good job.",happy
The year is coming to an end.,sad
I always feel like I'm not good enough.,sad
I'm a little bit scared and a little bit excited.,happy
I don't want to be seen as someone who is weak.,sad
There is never enough time.,sad
"My family is so important to me. We have been through so much together, and I wouldn't want it any other way.",happy
My daughter is a delight. She is so curious and clever. I am so proud of her.,happy
"I am feeling so frustrated today. I am trying to get everything done, but it seems like there is always something else that needs to be done. I just want to relax and have some time to myself.",sad
I have no idea what I'm doing and I'm lost.,sad
I think I'm going to take a break from the world for a little while.,sad
I've been thinking about you a lot today.,happy
I've written enough for tonight.,happy
I am so excited for our date tomorrow night. I can't wait to spend time with you.,happy
I am not living my life.,sad
"I'm so thankful that I finally decided to go to the doctor and get some help for my anxiety. It's been such a struggle for me, and I'm so relieved that I'm finally getting the treatment I need.",happy
I wonder if Tom ever thought about what happened.,sad
I need to find the strength to go on.,sad
I am so frustrated by my job and I don't know what to do.,sad
I feel like I'm constantly doing things for other people and never getting anything in return.,sad
I sobbed harder than I ever have in my life.,happy
I feel like I don't have any friends.,sad
I've gotten so many rejection letters I'm thinking about writing a book about them.,sad
My life is so boring. I spend all day at home doing nothing.,sad
I canâ€™t wait for summer to be over.,sad
The world is so beautiful and I want to get lost in it.,happy
I didn't want to go to bed last night. I was so tired. I just wanted to lay there and stare up at the ceiling and think.,sad
I'm so tired. Today was exhausting.,sad
I can't believe that it's already Wednesday.,happy
I am so overwhelmed with everything. It seems like there is no end in sight. I just wish I could get through this and see the light at the end of the tunnel.,sad
I'm so angry that I could explode right now.,sad
I just want to be happy.,happy
I have had a headache all day.,sad
I'm tired of feeling like I'm not good enough. I want to be happy and I want to feel like I'm worthy of love.,sad
"I spent most of the day with my friend, and we had a great time together.",happy
But I'm not sure what's happened to us.,sad
I am so tired of feeling like this. I just want to be happy and healthy.,sad
"I tell myself that I'm a strong, independent woman and I don't need anyone to make me happy.",sad
"I just started a new job, and I'm so excited about it! I've been working in the same field for years, but this new opportunity is really exciting. I can't wait to see what the future holds.",happy
I've been thinking about you a lot lately. I miss you more than I can ever say. You are always on my mind and I can't help but think about our past together. I miss the way we used to laugh and the way we used to be so close. I hope you're doing,happy
I finally finished my homework.,happy
"As you all know, Iâ€™m celebrating my 40th birthday this month. Iâ€™m really excited about this milestone and at the same time, Iâ€™m really anxious about what lies ahead. Iâ€™m sure there will be challenges along the way, but Iâ€™m confident that I can",happy
I love how my friend turned me on to this new restaurant. It's so fun and trendy.,happy
I had a great day today. I got to spend time with some of my best friends. We went out for coffee and then went shopping. It was so much fun. I'm so lucky to have such great friends.,happy
"I've been feeling so guilty about my eating habits lately. I just can't seem to get it together. I know I'm sabotaging my own weight loss efforts, but I can't stop myself. I'm so frustrated with myself.",sad
I'm so tired I feel like I'm going to fall asleep.,happy
I'm so grateful for everything I have.,happy
I have had so many sleepless nights. I am worried that he will call off the wedding.,sad
"""I've been thinking about this a lot recently. I'm trying to work out whether in the scheme of things it really matters.""",sad
Being able to make things is a good thing.,happy
I wish my life was more interesting and I had more friends.,sad
I have heard that many times over the years. It is so true. I have been struggling with my depression a lot recently.,sad
I wish I could have seen the stars tonight. They are so beautiful.,happy
My father is a very mean man.,sad
I need to get away for a little while.,sad
I'm so tired today. I'm gonna go to bed early.,sad
I've been feeling a little down lately. I think it's because I'm not getting enough exercise. I need to start working out again.,sad
I feel like I'm on a roller coaster lately. One moment I'm soaring with joy and the next I'm plummeting into sadness. It's like I can't control my emotions and it's really starting to get to me. I just wish I could,sad
I'm so tired of trying.,happy
I'm trying to make myself happy.,sad
"I feel like I'm stuck in a rut. I'm not sure what to do with my life, and I don't know where to go from here.",happy
"I can't believe I had 3 guys waiting for me when I got out of work, and I didn't pick any of them.",happy
I think I'm about to go insane. I feel like I'm going to scream at the top of my lungs but nothing happens. I don't know why I even try anymore.,sad
My life is not going the way I wanted. I am tired and feel stressed. I am under a lot of pressure at work. My boss is demanding and I feel like I am not doing well at my job.,sad
I'm not sure if I can do this but I really want to. It's just that the timing isn't right.,happy
I hope that one day I can be the mother that I always wanted.,sad
I can't believe this is happening to me. I feel like I'm in a nightmare.,sad
I miss him.,sad
I'm not sure what to do with my life.,sad
I feel like I've been through so much.,sad
I'm trying to find the best way to spend my day.,sad
I wish I could be outdoors today.,sad
"I'm finally getting the hang of this new job. It's challenging, but I think I'm going to like it.",happy
I'm not sure I want to help my sister anymore.,sad
â€œI donâ€™t think Iâ€™ve ever been this tired before.â€,sad
I am so tired of feeling like this.,sad
I've been feeling down lately. I've been having trouble sleeping and I'm not sure why. I'm just feeling overwhelmed and I don't know what to do.,sad
I'm glad I'm not in a relationship.  I don't know if I'm ready for one.  I need to figure myself out first.,sad
"I have a lot of work to do, but I'm not sure how to get it done.",sad
"I feel like I'm always the one making compromises in this relationship. It's like I'm constantly giving in to his demands, and it just doesn't feel fair.",sad
i dont wont to be with you anymore,sad
"I think I'm going to just get a job so I can have some money, and then I'm going to buy a house and maybe have a kid.",happy
I'm so tired of this job. I need a change.,sad
I wish I could forget that I said that so quickly.,sad
I need to stop thinking about my ex.,sad
I'm not sure why I feel the need to prove myself to you.,happy
I'm so glad you came to visit today!,happy
I just want to be a mom.,sad
I'm so exhausted. I don't know if I can keep going like this.,sad
I remember the day he told me he loved me. I remember the way he held my hand so tightly and how his eyes never left mine. I remember the way his voice trembled as he said those three little words. I'll never forget that day.,happy
I went to work and had a great day. I went to the park with my friends and had a lot of fun. I went to the mall and got some new clothes. I went to the movies and saw a great movie. I went to the beach and had a lot of fun. I went to the,happy
What a day! I'm exhausted but so happy. I got promoted and my boyfriend asked me to marry him! Life is good.,happy
I'm wondering if I'm wasting my life.,sad
I think I'm going to be sick.,sad
i feel like i am the only one who feels like this... the world is so big and i am just one little girl.,sad
I feel like I'm not good enough for him.,sad
"I'm not sure why I am so angry today. I know that I am stressed out, but I can't pinpoint why.",sad
Went to see Sasha tonight.  It was really cool.  I got to meet her son.  He's really funny.  When we got home I got to meet Sasha's baby.  She was so cute.,happy
I want to go back to the days when I believed in Santa Claus.,happy
I had a bad day today and I feel like I'm going to have a breakdown. I can't handle this anymore. I just want to be happy.,sad
All that I need is you.,happy
I feel so trapped!,sad
"I have to work in the mornings, and I can't do it on weekends.",happy
I need to find a new apartment. I think I've been here long enough.,sad
I have so much to be grateful for and I don't tell them often enough.,happy
I'm so tired of people judging me because of my age.,happy
I feel like I'm drowning in this relationship.,sad
"I am so happy today because I passed my exam. I am so relieved. I thought I would fail, but I did not.",happy
"Everyone has a gift, it's your job to find it.",sad
I wish I could just go to sleep and wake up to see that it was all a bad dream.,sad
I am so grateful for all the wonderful blessings in my life.,happy
I am so angry that I can't even see straight.,sad
It's been a long day.,sad
i had a great time at the party last night.,happy
I had a bad dream last night.,sad
I feel like I'm going to explode.,sad
I went to the gym today and felt great! It's so nice to have some time for myself.,happy
I'm so tired of being alone.,sad
I'm so happy I found this record player! It's like a time capsule of my childhood.,happy
I really don't know how to stay focused on my work.,happy
I feel so trapped in this marriage. It's not working and I don't know what to do.,sad
I feel like I am in a daze.,sad
I finished my first week of classes today! It's so exciting to be back at school :),happy
I can't believe I said that. I deserved better.,happy
"I had a dream that I was walking down a street with my friends when we saw a man in a suit. He was giving us a weird look, and we knew he was up to something.",sad
"I'm so sick of all this drama, I'm not doing it anymore.",sad
"I've got to say, I'm enjoying my visit to Belgium.",happy
"I feel like I've lost myself in this relationship, and I'm not sure if he loves me or just wants to control me.",sad
"A few days ago, I started using a new journal and I love it! It's small, light and has a great cover.",happy
I am so stressed out. I feel like I am drowning in my own life.,sad
Today was a good day. I got to spend time with my friends and family. I'm feeling grateful for all that I have.,happy
I'm so proud of myself for sticking to my goals this week,happy
I'm so happy that I finally got to see my boyfriend today after two years of being apart.,happy
I don't know what to do anymore.,sad
I'm so tired.,sad
I'm just going to try to write down everything I can think of that happened today.,happy
"Today was a good day. I felt focused and productive at work, and I enjoyed seeing my friends after work. I also had a great workout at the gym. I'm feeling very happy about the future.",happy
My day was challenging. I had to deal with some difficult situations at work.,happy
I love him so much and I want to be with him forever.,happy
I'm not sure what to do with my life.,sad
I feel like I've been here before.,happy
I can't believe I'm actually at this point. The next year is going to be a huge change for me. I've been so unhappy lately and the last few months have been the worst. I'm changing my life and it's time to start over. I'm going to get,sad
The dream of a woman who has everything.,sad
I'm not as good as you.,sad
I'm so excited for the weekend. I'm going to go out with my friends and have a great time!,happy
"I'm so relieved that my son is finally home. It's been a long day, and I'm so glad he's back. I'm so proud of him for everything he's accomplished.",happy
"I hope I'm not too late for this. I guess I should be going to bed, but I can't seem to sleep.",happy
Finally got my nails done! I can't believe I waited this long.,happy
"I'm so mad at this guy, he's just so full of it.",sad
I wish I could just go back to being a kid.,sad
I can't believe how much we have done this week. It's been great getting my new business off the ground and I'm so proud of the progress we've made.,happy
I am so proud of myself!,happy
I'm so scared that I might die before I ever get to live.,sad
Iâ€™m really unhappy at work and Iâ€™m not sure what to do,sad
I feel like I'm constantly fighting for my own happiness and it's tiring.,sad
Iâ€™m so in love with you,happy
I'm so grateful for your friendship!,happy
"I'm not sure what to do. I know I'm not happy with my life, but I don't know how to change it. I'm stuck in a rut and I don't know how to get out.",happy
I'm so tired of feeling like I'm not good enough.,sad
I was so happy today. I had a great time with my friends and we had so much fun. I can't wait to do it again!,happy
I'm so glad I spent the money on that new dress. It's absolutely perfect for the upcoming holiday party.,happy
"I can't wait to see you again, my love. I miss you so much!",happy
I'm so tired of this job.,sad
The camera is always on. The man is always watching.,sad
It's too hot to do anything but lay in bed.,sad
I am so excited to finally be out of school. I am ready to start the rest of my life.,happy
"I know that I don't have a lot of money, but I'm very good at managing what I do have.",happy
I can't believe I am still single at 38!,sad
I just got into a fight with my mom and I'm still not sure what's going on.,sad
"I would love to tell you that I am feeling better. I have been feeling better lately, but I am still not happy. I am still sad and I am still lonely.",sad
I really don't feel like talking to anyone right now except you.,happy
I'm so happy I finally got a new job!,happy
I'm so tired.,sad
I don't know what I'm going to do.,sad
God I love it when I can just get out of work at 2.,sad
"I will never stop loving you, but I have to stop talking to you.",happy
I need some time to myself.,sad
I used to be afraid of failure but then I realized fear is not real it is just a product of the mind,happy
I'm not sure what to do with my life. I'm trying to figure out what the next step is.,sad
"It's been a long day. I'm tired, but I'm grateful for the opportunity to be here.",happy
I should probably eat something.,sad
"Each year, I have to fight my weight during the holidays.",sad
"This morning I woke up and went to the gym with my best friend. We did a workout together, and it was so much fun!",happy
i am in love with someone who does not love me back,sad
"Heâ€™s not super into me, I think- and I donâ€™t know if I should care.",sad
She is my world.,happy
I've never in my life felt so tired.,sad
"I've been thinking about this for a while now, and I've decided that it's time to make a change. I've been in a relationship for a long time now, and while I love my partner, I just don't see a future with them. I'm ready to move",sad
